"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible entrance","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Free Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Children/0/Good for kids","additionalInfo/Children/0/Nursing room","additionalInfo/Children/1/Nursing room","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/Paid parking lot","additionalInfo/Parking/3/On-site parking","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Planning/0/Appointment required","additionalInfo/Planning/0/Appointments recommended","additionalInfo/Planning/0/Quick visit","additionalInfo/Planning/1/Appointments recommended","additionalInfo/Planning/2/Accepts walk-ins","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/Online classes","additionalInfo/Service options/0/Onsite services","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalOpeningHours/Delivery/0/day","additionalOpeningHours/Delivery/0/hours","additionalOpeningHours/Delivery/1/day","additionalOpeningHours/Delivery/1/hours","additionalOpeningHours/Delivery/2/day","additionalOpeningHours/Delivery/2/hours","additionalOpeningHours/Delivery/3/day","additionalOpeningHours/Delivery/3/hours","additionalOpeningHours/Delivery/4/day","additionalOpeningHours/Delivery/4/hours","additionalOpeningHours/Delivery/5/day","additionalOpeningHours/Delivery/5/hours","additionalOpeningHours/Delivery/6/day","additionalOpeningHours/Delivery/6/hours","additionalOpeningHours/Online service hours/0/day","additionalOpeningHours/Online service hours/0/hours","additionalOpeningHours/Online service hours/1/day","additionalOpeningHours/Online service hours/1/hours","additionalOpeningHours/Online service hours/2/day","additionalOpeningHours/Online service hours/2/hours","additionalOpeningHours/Online service hours/3/day","additionalOpeningHours/Online service hours/3/hours","additionalOpeningHours/Online service hours/4/day","additionalOpeningHours/Online service hours/4/hours","additionalOpeningHours/Online service hours/5/day","additionalOpeningHours/Online service hours/5/hours","additionalOpeningHours/Online service hours/6/day","additionalOpeningHours/Online service hours/6/hours","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","language","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jagan Krishna Apts Governor Bungalow Road, Daspalla Hills, Visakhapatnam, Andhra Pradesh 530002, India","Skin care clinic","Dermatologist","Electrolysis hair removal service","Hair removal service","Laser hair removal service","Medical spa","Waxing hair removal service",,,,"Skin care clinic","15303009339569682989","Visakhapatnam","false","IN","0x3a3943344d968887:0xd45f35ea5f893a2d",,"https://lh3.googleusercontent.com/p/AF1QipPgdUdr2KmYkO-WCoY-ZQ9vVoYSEYrpQ3DC1MSr=w408-h306-k-no","35","false","/g/11b7hqdfv4","en","17.7163626","83.3116748","Daspalla Hills, Pandurangapuram","Monday","10:30 AM to 7:30 PM","Tuesday","10:30 AM to 7:30 PM","Wednesday","10:30 AM to 7:30 PM","Thursday","10:30 AM to 7:30 PM","Friday","10:30 AM to 1:30 PM","Saturday","10:30 AM to 2 PM, 5 to 7:30 PM","Sunday","Closed","false","+91 91777 99077","+919177799077","ChIJh4iWTTRDOToRLTqJX-o1X9Q","530002",,"20","229",,,,,,"2025-06-20T10:19:00.989Z","https://www.google.com/maps/search/aesthetic%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","aesthetic clinics","Andhra Pradesh","Jagan Krishna Apts Governor Bungalow Road",,"false","Aura Skin & Hair Clinic","4.6","https://www.google.com/maps/search/?api=1&query=Aura%20Skin%20%26%20Hair%20Clinic&query_place_id=ChIJh4iWTTRDOToRLTqJX-o1X9Q","http://www.auraskinclinic.com/"
,"true",,,,,"true",,,,"true",,,,"true",,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10-50, AS Raja Complex, CARE Hospitals, Ground Floor , Room no. 11, 11/5, Waltair Main Rd, Ram Nagar, Visakhapatnam, Andhra Pradesh 530002, India","Plastic surgeon",,,,,,,,,,"Plastic surgeon","16637246162658861600","Visakhapatnam","false","IN","0x3a39432e00a03c0d:0xe6e35f3cae032220",,"https://lh3.googleusercontent.com/p/AF1QipN2p4MO2SqrYb8mTEgdQKpBASuuUGpBGprruQrs=w408-h408-k-no","5","false","/g/11rz78tzn3","en","17.7202758","83.3126233","Ram Nagar","Monday","10 AM to 1 PM, 4 to 5:30 PM","Tuesday","10 AM to 1 PM, 4 to 5:30 PM","Wednesday","10 AM to 1 PM, 4 to 5:30 PM","Thursday","10 AM to 1 PM, 4 to 5:30 PM","Friday","10 AM to 1 PM, 4 to 5:30 PM","Saturday","10 AM to 1 PM, 4 to 5:30 PM","Sunday","Closed","false","+91 40 6810 6585","+914068106585","ChIJDTygAC5DOToRICIDrjxf4-Y","530002",,"36","4","4","0","0","0","0","2025-06-20T10:19:01.883Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","10-50, AS Raja Complex, CARE Hospitals, Ground Floor , Room no. 11, 11/5, Waltair Main Rd",,"false","Dr. Siddartha Palli | Top Plastic Surgeon in Vizag | CARE Hospitals Vizag","5","https://www.google.com/maps/search/?api=1&query=Dr.%20Siddartha%20Palli%20%7C%20Top%20Plastic%20Surgeon%20in%20Vizag%20%7C%20CARE%20Hospitals%20Vizag&query_place_id=ChIJDTygAC5DOToRICIDrjxf4-Y","https://www.carehospitals.com/doctor/visakhapatnam/p-siddartha-palli-plastic-surgeon"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MVV Chambers, opp. KGH Down Road, Opp KGH OP Gate, Maharani Peta, Visakhapatnam, Andhra Pradesh 530002, India","Plastic surgeon",,,,,,,,,,"Plastic surgeon","11023723078694665171","Visakhapatnam","false","IN","0x3a39433e8275221b:0x98fc21bbdfdefbd3",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FjYJCqyJOOSkU9ckHTd-ZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.404465&pitch=0&thumbfov=100","2","false","/g/1z44zn29b","en","17.7100965","83.3055666","Opp KGH OP Gate, Maharani Peta","Monday","6 to 8 PM","Tuesday","6 to 8 PM","Wednesday","6 to 8 PM","Thursday","6 to 8 PM","Friday","6 to 8 PM","Saturday","6 to 8 PM","Sunday","Closed","false","+91 98480 23854","+919848023854","ChIJGyJ1gj5DOToR0_ve37sh_Jg","530002",,"37","11","11","0","0","0","0","2025-06-20T10:19:01.883Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","MVV Chambers, opp. KGH Down Road","డాక్టర్ సి వి సుబ్బారెడ్డి","false","Dr. C. V. Subba Reddy","5","https://www.google.com/maps/search/?api=1&query=Dr.%20C.%20V.%20Subba%20Reddy&query_place_id=ChIJGyJ1gj5DOToR0_ve37sh_Jg","http://www.cvsreddy.com/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2nd Floor, Praveen Plaza, VIP Rd, Opp.Suzuki Showroom, CBM Compound, Siripuram, Visakhapatnam, Andhra Pradesh 530003, India","Plastic surgeon",,,,,,,,,,"Plastic surgeon","4422285460207428505","Visakhapatnam","true","IN","0x3a394340c261e7ad:0x3d5f1d321f09e399",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HSd4MRHBMqRluVtPYRB5-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.65663&pitch=0&thumbfov=100","2","false","/g/1hm4fycs1","en","17.7259948","83.3165165","Opp.Suzuki Showroom, CBM Compound, Siripuram","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","Closed","false","+91 89125 00500","+918912500500","ChIJredhwkBDOToRmeMJHzIdXz0","530003",,"38","0",,,,,,"2025-06-20T10:19:01.883Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","2nd Floor, Praveen Plaza, VIP Rd","ప్రీమియర్ సౌందర్య సర్జరీ","false","Premier Cosmetic Surgery",,"https://www.google.com/maps/search/?api=1&query=Premier%20Cosmetic%20Surgery&query_place_id=ChIJredhwkBDOToRmeMJHzIdXz0",
,,"true",,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MVV Chambers, 15-15-2, KGH Down Rd, Opp KGH OP Gate, Maharani Peta, Visakhapatnam, Andhra Pradesh 530002, India","Medical clinic","Hand surgeon","Plastic surgeon",,,,,,,,"Medical clinic","4815384293260875936","Visakhapatnam","false","IN","0x3a3943103d8d882b:0x42d3ae8070cf58a0",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IMPRFvyHjzEUuiOCMRa--g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.87275&pitch=0&thumbfov=100","2","false","/g/1q64ldhd9","en","17.7099124","83.305453","Opp KGH OP Gate, Maharani Peta","Monday","6 to 9 PM","Tuesday","6 to 9 PM","Wednesday","6 to 9 PM","Thursday","6 to 9 PM","Friday","6 to 9 PM","Saturday","6 to 9 PM","Sunday","Closed","false","+91 98480 23854","+919848023854","ChIJK4iNPRBDOToRoFjPcICu00I","530002",,"39","1","0","0","1","0","0","2025-06-20T10:19:01.884Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","MVV Chambers, 15-15-2, KGH Down Rd","రీస్టోర్ ప్లాస్టిక్ అండ్ కాస్మెటిక్ సర్జరీ క్లినిక్","false","Restore Plastic And Cosmetic Surgery Clinic","1","https://www.google.com/maps/search/?api=1&query=Restore%20Plastic%20And%20Cosmetic%20Surgery%20Clinic&query_place_id=ChIJK4iNPRBDOToRoFjPcICu00I","http://www.cvsreddy.com/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"P8G8+2GV, Sampath Vinayaka Temple Rd, CBM Compound, Andhra University South Campus, Siripuram, Visakhapatnam, Andhra Pradesh 530003, India","Hair transplantation clinic","Plastic surgeon",,,,,,,,,"Hair transplantation clinic","7631338800838502029","Visakhapatnam","true","IN","0x3a394341007438fd:0x69e7f634f0a2668d",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhEY5cgzIVsoIaEXJ8nBKkTnu3rdu4v-rKoU8RcahZqsD8Ax5ToIDaCuoiQhKDwpgkLbhp5to7NHAFP7ue-Xq_WjCs1zFR0J_7dgyH3GmREoR0zjAl47YD7bCi0OhAEFmxoh8uUnKM9kD_eGIOyjGJnw2tJfa-Ula7A_HAdFCXXaKpiRxzPUMoTAcHCC0NsFLZycStA=w426-h240-k-no","4","false","/g/1hm4bwf1l","en","17.7251155","83.3162899","CBM Compound, Andhra University South Campus, Siripuram","Monday","9 AM to 1:30 PM, 4 to 10 PM","Tuesday","9 AM to 1:30 PM, 4 to 10 PM","Wednesday","9 AM to 1:30 PM, 4 to 10 PM","Thursday","9 AM to 1:30 PM, 4 to 10 PM","Friday","9 AM to 1:30 PM, 4 to 10 PM","Saturday","9 AM to 1:30 PM, 4 to 10 PM","Sunday","9 AM to 1:30 PM","false","+91 891 657 9999","+918916579999","ChIJ_Th0AEFDOToRjWai8DT252k","530003",,"40","2","2","0","0","0","0","2025-06-20T10:19:01.884Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","P8G8+2GV, Sampath Vinayaka Temple Rd","టచ్ ఇంటర్నేషనల్ ఇన్స్టిట్యూట్ ఆఫ్ హెయిర్ ట్రాన్స్‌ప్లాంట్ అండ్ ప్లాస్టిక్ సర్జరీ","false","Touch International Institute of Hair Transplant And Plastic Surgery","5","https://www.google.com/maps/search/?api=1&query=Touch%20International%20Institute%20of%20Hair%20Transplant%20And%20Plastic%20Surgery&query_place_id=ChIJ_Th0AEFDOToRjWai8DT252k",
,,"true",,,,,"true",,,,"true",,,,,,"true",,,,,"true",,"true",,,,,,,,,,,,,,"true",,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chamber#7, 2nd Floor, Medilinks Polyclinic, TSN Colony, Railway New Colony, Visakhapatnam, Andhra Pradesh 530016, India","Surgical center",,,,,,,,,,"Surgical center","7167998607325689467","Visakhapatnam","false","IN","0x3a39432fbb4240cd:0x6379d8c17424767b",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tN0aA2FP5MjnYSJOhLCAmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.6614&pitch=0&thumbfov=100","10","false","/g/11vyd550h5","en","17.7269384","83.2976341","TSN Colony, Railway New Colony","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+91 76709 68977","+917670968977","ChIJzUBCuy9DOToRe3YkdMHYeWM","530016",,"48","118","103","9","5","1","0","2025-06-20T10:19:02.825Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","Chamber#7, 2nd Floor, Medilinks Polyclinic",,"false","SurgiKure | Laser Treatment for Piles, Fistula, Fissure | Stapler Circumcision | Varicose Veins & Gynaecomastia","4.7","https://www.google.com/maps/search/?api=1&query=SurgiKure%20%7C%20Laser%20Treatment%20for%20Piles%2C%20Fistula%2C%20Fissure%20%7C%20Stapler%20Circumcision%20%7C%20Varicose%20Veins%20%26%20Gynaecomastia&query_place_id=ChIJzUBCuy9DOToRe3YkdMHYeWM","https://surgikure.com/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink"
,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Door No 43, 9201, Railway New Colony Rd, near Akshaya Hospital, Dondaparthy, Railway New Colony, Visakhapatnam, Andhra Pradesh 530016, India","Hospital","Cosmetic surgeon","Obstetrician-gynecologist","Lasik surgeon","Ophthalmologist","Otolaryngologist","Plastic surgeon","Proctologist","Specialized hospital","Vascular surgeon","Hospital","7839712291521738484","Visakhapatnam","false","IN","0x3a3943f5bb02ba7d:0x6ccc40cae56ab6f4",,"https://lh3.googleusercontent.com/p/AF1QipPI4TAm8WT62GbSeiKype1OdmAuzWL7Y4998G7-=w408-h584-k-no","219","false","/g/11vzgyd0tz","en","17.7276305","83.2942835","Dondaparthy, Railway New Colony","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+91 80 6510 5087","+918065105087","ChIJfboCu_VDOToR9LZq5cpAzGw","530016",,"49","0",,,,,,"2025-06-20T10:19:02.825Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","Door No 43, 9201, Railway New Colony Rd, near Akshaya Hospital","బెస్ట్ మల్టీ స్పెషాలిటీ హాస్పిటల్ ఇన్ విశాఖపట్నం","false","Best Multispeciality Hospital in Visakhapatnam",,"https://www.google.com/maps/search/?api=1&query=Best%20Multispeciality%20Hospital%20in%20Visakhapatnam&query_place_id=ChIJfboCu_VDOToR9LZq5cpAzGw","https://www.pristyncare.com/visakhapatnam/c/proctology/?utm_source=gmb&utm_medium=organic&utm_campaign=11329238642925018896&utm_term=Hospital&utm_content=websitelink"
,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,"true",,,,"true",,,,"true",,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1st floor, Varun Towers, block 40, kasturba marg, Siripuram, Visakhapatnam, Andhra Pradesh 530003, India","Skin care clinic","Cosmetic surgeon","Dermatologist","Permanent make-up clinic",,,,,,,"Skin care clinic","768886987563511002","Visakhapatnam","false","IN","0x3a39432df0c7aa35:0xaaba2a43624acda",,"https://lh3.googleusercontent.com/p/AF1QipPgFnEQhHZ8DEwsE_ut0HFuVlVibxK0KAZlWnhK=w408-h544-k-no","14","false","/g/11w_rg0vss","en","17.7197527","83.3196445","Siripuram","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","10 AM to 8 PM","false","+91 90006 69656","+919000669656","ChIJNarH8C1DOToR2qwkNqSiqwo","530003",,"50","52","39","0","13","0","0","2025-06-20T10:19:02.825Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","1st floor, Varun Towers, block 40, kasturba marg",,"false","HK permanent makeup clinic","4","https://www.google.com/maps/search/?api=1&query=HK%20permanent%20makeup%20clinic&query_place_id=ChIJNarH8C1DOToR2qwkNqSiqwo","https://www.hkpmuclinic.com/"
,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15/13/12, Krishna Nagar Rd, near Collectorate Junction, Srirangapuram, Krishna Nagar, Maharani Peta, Visakhapatnam, Andhra Pradesh 530002, India","Hospital","Cosmetic surgeon","Obstetrician-gynecologist","Lasik surgeon","Ophthalmologist","Otolaryngologist","Plastic surgeon","Proctologist","Specialized hospital","Vascular surgeon","Hospital","13080586405443204902","Visakhapatnam","false","IN","0x3a3943bb1c424ec9:0xb5879408263ef726",,"https://lh3.googleusercontent.com/p/AF1QipNukGBU2ULzHz0s9dO0by8XRLPoIKvdPeqFVTVR=w408-h584-k-no","216","false","/g/11vx7wxj1v","en","17.7082105","83.3105184","Srirangapuram, Krishna Nagar, Maharani Peta","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+91 80 6510 5104","+918065105104","ChIJyU5CHLtDOToRJvc-JgiUh7U","530002",,"52","0",,,,,,"2025-06-20T10:19:02.825Z","https://www.google.com/maps/search/cosmetic%20surgery%20clinics/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic surgery clinics","Andhra Pradesh","15/13/12, Krishna Nagar Rd, near Collectorate Junction","బెస్ట్ మల్టీ స్పెషాలిటీ హాస్పిటల్ ఇన్ విశాఖపట్నం","false","Best Multispeciality Hospital in Visakhapatnam",,"https://www.google.com/maps/search/?api=1&query=Best%20Multispeciality%20Hospital%20in%20Visakhapatnam&query_place_id=ChIJyU5CHLtDOToRJvc-JgiUh7U","https://www.pristyncare.com/visakhapatnam/c/proctology/?utm_source=gmb&utm_medium=organic&utm_campaign=17571281033073685920&utm_term=Hospital&utm_content=websitelink"
,,,,"true",,,,,,,,,,,,"true",,,,"true",,,,"true","true",,"true",,,,,,,,,,"true",,,,"true",,,,"true","true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ground Floor, behind Apollo Pharmacy, Dutt Island, Ram Nagar, Visakhapatnam, Andhra Pradesh 530003, India","Tattoo removal service","Cosmetic surgeon","Dermatologist","Doctor","Hair removal service","Hair replacement service","Health consultant","Laser hair removal service","Medical Center","Skin care clinic","Tattoo removal service","7815257461675521457","Visakhapatnam","false","IN","0x3a39437cd7976fd7:0x6c755f411f63f5b1",,"https://lh3.googleusercontent.com/p/AF1QipOV90yoFetj2lvpp97RTcUc_O0IUrGsMG9xuIu-=w408-h272-k-no","16","false","/g/11fncbxscf","en","17.7239202","83.3182726","Dutt Island, Ram Nagar","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","10 AM to 2 PM","false","+91 93910 82255","+919391082255","ChIJ12-X13xDOToRsfVjH0FfdWw","530003",,"3","730",,,,,,"2025-06-20T10:19:05.726Z","https://www.google.com/maps/search/cosmetic%20treatments/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic treatments","Andhra Pradesh","Ground Floor, behind Apollo Pharmacy","స్కిన్ మెడ్ స్కిన్, హెయిర్ అండ్ లేజర్ కస్మేతోలోగి సెంటర్ - బెస్ట్ స్కిన్ క్లినిక్ ఇన్ వైజాగ్","false","Skin Med Skin, Hair and Laser Cosmetology Center - Best Skin clinic in vizag","4.8","https://www.google.com/maps/search/?api=1&query=Skin%20Med%20Skin%2C%20Hair%20and%20Laser%20Cosmetology%20Center%20-%20Best%20Skin%20clinic%20in%20vizag&query_place_id=ChIJ12-X13xDOToRsfVjH0FfdWw","http://www.theskinmed.com/"
,,,"true",,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,,,,,"true",,,,"true",,,,"true",,,"true",,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43-4-3, 1st Ln, near Sri Kanya Theatre, Sri Siddi Enclave, Railway New Colony, Visakhapatnam, Andhra Pradesh 530016, India","Skin care clinic","Dermatologist","Hair removal service","Hair transplantation clinic","Laser hair removal service","Nutritionist","Weight loss service",,,,"Skin care clinic","1777979379743428181","Visakhapatnam","false","IN","0x3a3943c6ca48e02d:0x18aca6d363938e55",,"https://lh3.googleusercontent.com/p/AF1QipMwr59I97db3wMHLUsU3UZ00axjfseJ89R8Sk_f=w408-h272-k-no","24","false","/g/11s3y6wkkn","en","17.7267154","83.2934136","Sri Siddi Enclave, Railway New Colony","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","10 AM to 7 PM","false","+91 90005 72727","+919000572727","ChIJLeBIysZDOToRVY6TY9OmrBg","530016",,"8","100",,,,,,"2025-06-20T10:19:05.726Z","https://www.google.com/maps/search/cosmetic%20treatments/@17.721792596186205,83.32176448997323,14z?hl=en","cosmetic treatments","Andhra Pradesh","43-4-3, 1st Ln, near Sri Kanya Theatre",,"false","Layers Clinics | Best Skin, Hair, And Laser Clinics In Vizag","4.7","https://www.google.com/maps/search/?api=1&query=Layers%20Clinics%20%7C%20Best%20Skin%2C%20Hair%2C%20And%20Laser%20Clinics%20In%20Vizag&query_place_id=ChIJLeBIysZDOToRVY6TY9OmrBg","https://www.layersclinics.com/"
